Modelo;N° de modelo;Modelo activo;Familia;SAP;Instrumento;Precio unitario ;Garantia;Fecha de modificación;Descripción;Clase de impuesto;Responsable;Fecha de creación;Última modificación por;Fabricante;Referencia;Imagen del Modelo;Enlace ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cubierta;en;uso;Accessory;MB9x;MB120;PR376;1;MB;30284478;ACCESORIO;0.00000000;NA;11/02/2025 19:44;Cubierta en uso Accessory, MB9x MB120 Marca Ohaus SAP: 30284478;;Marketing;13/07/2023 14:40;Marketing;OHAUS;;cubierta_en_uso_Accessory__MB9x_MB120.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kit;de;Tapa;de;Repuesto;para;Sonda;opdo;PR377;1;HI764113-1;HI764113-1;HANNA;0.00000000;NO TIENE;25/11/2025 16:35;Kit de Tapa de Repuesto para Sonda opdo™ - HI764113-1 MARCA Hanna Instruments SAP: HI764113-1 Tecnología Smart Cap Reconocimiento Automático de Tapones: Los Smart Caps de Hanna cuentan con un lector RFID integrado que puede almacenar datos importantes, incluyendo la fecha de fabricación y la fecha de primer uso para una mayor trazabilidad. Vida Más Larga: Smart Caps duran un año a partir de la fecha del primer uso. Su medidor iniciará automáticamente una cuenta regresiva desde la inicialización y le recordará cuando haya expirado con un mensaje en pantalla. Alineado Correcto en Todo Momento: Una tecla de alineación asegura que su Smart Cap esté siempre puesta correctamente.;;Marketing;13/07/2023 16:08;Marketing;HANNA;;Kit_de_Tapa_de_Repuesto_para_Sonda_opdo.png;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISHD16HDG;PR378;1;OHAUS;30573769;AGITADORES ORBITALES;0.00000000;1 AÑO POR DEFECTO DE;25/11/2025 14:13;Agitadores orbitales de marca Ohaus SAP: 30573769 Movimiento: Orbital, 19 mm Capacidad: 35 lb (16kg)@ 75rpm, 5 lb (2.3kg)@ 500 rpm Rango de temp.: Ambiente +5°C – 65°C Uniformidad: ± 0.5 °C a 37 °C Intervalo de velocidad: 15 rpm – 500 rpm Tamaño de la bandeja: 330 mm x 279 mm Calibración: Calibración de temperatura Comunicación: RS232 Control: Digital Dimensiones: 648 mm x 406 mm x 356 mm (LxAxA) Sistema de accionamiento: Excéntrico triple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plataforma;Universal;28;X;33;cm;S/S;PR379;1;OHAUS;30400052;ACCESORIOS;0.00000000;NO TIENE;25/11/2025 14:33;Plataforma Universal, 28 X 33 cm, S/S accesorio para agitadores Marca Ohaus SAP: 30400052 Material Acero: inoxidable Dimensiones: 29 cm x 33 cm (LxA);;Marketing;14/07/2023 9:43;Marketing;OHAUS;;Plataforma_Universal__28_X_33_cm__S-S.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abrazadera;de;matraz;250;mL;PR380;1;OHAUS;30400088;ACCESORIOS;0.00000000;NO TIENE;25/11/2025 14:32;Abrazadera de matraz, 250 mL accesorio para agitadores Marca Ohaus SAP: 30400088 Material: Acero inoxidable;;Marketing;14/07/2023 10:04;Marketing;OHAUS;;Abrazadera_de_matraz__250_mL.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abraz;para;matraz;Erlenmeyer;1;litro;PR381;1;OHAUS;30400090;ACCESORIOS;0.00000000;NO TIENE;25/11/2025 14:32;Abraz para matraz Erlenmeyer, 1 litro Marca Ohaus SAP: 30400090 Tipo: Abrazadera del frasco Material: Acero inoxidable;;Marketing;14/07/2023 10:13;Marketing;OHAUS;;Abraz_para_matraz_Erlenmeyer__1_litro.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESTEREOMICROSCOPIO;LUXEO;4Z;PR382;1;LABOMED;4403428;ESTEREOMICROSCOPIO B;0.00000000;1 AÑO;25/11/2025 20:58;ESTEREOMICROSCOPIO BINOCULAR ZOOM CON EXCELENTE SISTEMA OPTICO GREENOUGH, MODERNOS CONTROLES COAXIALES DE ENFOQUE Y DE MAGNIFICACION QUE GARANTIZAN EL MAXIMO RENDIMIENTO Y ERGONOMIA. LOS OCULARES DE CAMPO AMPLIO ENFOCABLES 10X/20MM PROPORCIONAN UN CAMPO VISUAL MAS GRANDE Y CLARO. LA PINTURA ANTIMICROBIANA Y EL TRATAMIENTO DE LAS SUPERFICIES PROVEEN AL USUARIO DE SUPERFICIES DE CONTACTO LIBRE DE BACTERIAS. ESPECIFICACIONES TECNICAS: - SISTEMA OPTICO GREENOUGH - MAGNIFICACION 4.4:1 ZOOM - OCULARES WF 10X/20MM (CON AJUSTE DE DIOPTRIAS) -CORRECCION DE DIOPTRIAS +/- 5 DIOPTRIAS - TUBO DE OBSERVACION BINOCULAR, 45o - DISTANCIA DE TRABAJO 100 MM. - RANGO DE MAGNIFICACION 8X A 35X - DIAMETRO DE CAMPO DEL OBJETO 6.6 A 28.5 MM. - ANTEOJERAS RETRACTIL - CONTROL DE ILUMINACION: BOTONES DE CONTROL DE ILUMINACION INCIDENTE/TRANSMITIDA/COMBINADA (TODOS LOS MODELOS) - LUZ INCIDENTE: DIAL DE CONTROL DE LA INTENSIDAD DE ILUMINACION OBLICUA +/-30o (TODOS LOS MODELOS) - METODO LUZ INCIDENTE INTENSIDAD MAXIMA (10 LEDS), ILUMINACION OBLICUA FRONTAL (5 LEDS), ILUMINACION OBLICUA POSTERIOR (5 LEDS) (TODOS LOS MODELOS) - LUZ TRANSMITIDA 3 LEDS DE LUZ BRILLANTE INTENSA, DE BAJA EMISION DE CALOR (TODOS LOS MODELOS) - VIDA DEL LED APROX. 25,000 HORAS - CALIDAD DE LUZ HOMOGENEA DE LUZ DIURNA (6500oK), SIN RADIACIONES UV NI IR EN TODOS LOS MODELOS;;Marketing;14/07/2023 10:29;Marketing;LABOMED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STARTER;ST300G;MEDIDOR;PORTÁTIL;PARA;PH;PR383;1;STARTER;30219114;MEDIDOR PORTATIL;0.00000000;1 AÑO POR DEFECTO DE;11/02/2025 19:18;Medidor de pH tipo portatil Marca ohaus SAP: 30219114 Intervalo de medición : 0 – 100 °C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D33P30B1R1;PR384;1;DEFENDER 3000;30685175;BASCULA;0.00000000;1 AÑO POR DEFECTO DE;25/11/2025 19:37;DEFENDER™ 3000 - I-D33 D33P30B1R1 SAP: 30685175 Capacidad máxima: 30 kg Lectura mínima: 5 g Lectura mínima (certificada): 10 g Tamaño de plataforma: 355 mm x 305 mm Autorizada para comercio Certificado NTEP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SF40A2;PR385;1;OHAUS;SF40A2;IMPRESORA;0.00000000;1 AÑO POR DEFECTO DE;25/11/2025 14:32;Tipo de impresora Matricial de impacto Marca Ohaus SAP: SF40A2 Tipo de interfaz: RS232 Velocidad de impresión: 1.2 líneas por segundo Dimensiones: 203 mm x 73 mm x 120 mm (LxAxA) Tipo de papel: Papel estándar, 57.5 mm (W) Ancho de impresión: 48 mm Alimentación: Adaptador de CA (incluido);;Marketing;25/07/2023 16:40;Marketing;OHAUS;;impresora-ohaus.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Buretas;acoplables;digitales;continuas;PR386;1;BOECO;9882500;BURETAS;0.00000000;3 MESES POR DEFECTO;25/11/2025 17:46;Buretas acoplables digitales continuas Marca BOECO SAP: 9882500 Buretas BOECO digitales continuas para boca de botella, completas con 3 adaptadores PP 45/38,38/32,40/45 (rosca 45 en la bureta), 1 tubo de entrada telescópico (FEP), 1 tubo de titulación telescópico, 2 microbaterías 1 ,5 V (LR 03/AAA), sin botella de depósito. Model: DCB 2500 (2.5 ml/turn) Accuracy: ± 0,2% Coefficient of variation: 0,1 %;;Marketing;26/07/2023 14:12;Marketing;BOECO;;Buretas_acoplables_digitales_continuas.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;A;21;API;PR387;1;HIDROCARBUROS;2H;ACCESORIOS;28.000.000.000.000;No Aplica;26/07/2023 15:31;Hidrometro Api 9-21 Astm 2h;;GerenteComercial;26/07/2023 15:31;GerenteComercial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RVD;NEXT;PR388;1;BROOKFIELD;;VISCOSIMETRO;0.00000000;1 AÑO POR DEFECTO DE;25/11/2025 18:06;Viscosimetro de la marca Brookfield Pantalla táctil a todo color de 7 pulgadas. Controles mejorados Gráficos en tiempo real. Soporta múltiples idiomas Información mostrada: • Viscosidad (cP o mPa • s) • Temperatura (° C o ° F) • Velocidad de corte / tensión •% de par • Velocidad / aguja • Estado del programa de pasos • Cálculos del modelo matemático Asistente de programación de método viscosidad Modelos matemáticos incorporados para el análisis de datos en modo independiente. P.ej. Casson, Bingham, Ley del Potencia, Índice Thix Viscosidad.;;Marketing;26/07/2023 16:12;Marketing;BROOKFIELD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST300C-B;PR389;1;STARTER;30092000;MEDIDOR PORTÁTIL;0.00000000;NA;11/02/2025 19:33;Medidor de conductividad portátil SAP: 30092000 Intervalo de medición: 0,0 µS/cm .... 199,9 mS/cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8261-M0;PR390;1;OHAUS;80000025;DINAMOMETROS;0.00000000;1 AÑO POR DEFECTO DE;25/11/2025 14:32;Dinamometro Marca Ohaus SAP: 80000025 Capacidad máxima: 100 g Lectura mínima: 1 g Unidades de medida: Newton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR223/E;PR391;1;PR SERIES PRECISION;30529239;BALANZA DE PRECISIÓN;0.00000000;1 AÑO POR DEFECTO DE;11/02/2025 19:09;Balanzas Marca Ohaus SAP: 30529239 Balanza de precisión PR223/E Capacidad máxima: 220 g Lectura mínima: 0,001 g Tamaño del plato: 120 mm Calibración interna: No Aplica Protección contra corrientes de aire: Incluido Comunicación: RS232 Dimensiones : 317 mm x 303 mm x 201 mm (LxAxA) Pantalla: LCD con retroiluminación Linealidad ±: 0,002 g Peso neto: 4,5 kg Repetibilidad, típica: 0,001 g Tiempo de estabilización:2 s Unidades de medida: Miligramo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TCM;400;PR392;1;MICROSCOPIO INVERTID;7125000;MICROSCOPIO INVERTID;0.00000000;1 AÑO;27/07/2023 16:25;MICROSCOPIO INVERTIDO Estativo robusto diseñado de manera ergonómica (aluminio fundido). Mecanismo de enfoque coaxial grueso y fino. Graduación de enfoque fino 2.0μm Objetivos acromáticos DIN Phase Plan de distancia de trabajo prolongada serie LW de 4x, 10x y 20x y recubrimientos anti-hongos. Halógeno de 6V30W con sistema de iluminación transmitida con control de intensidad. Duración de lámpara halógena de hasta 500 horas Condensador de larga distancia de trabajo con apertura numérica de NA 0.30 adecuado para contraste de Fase/BF con deslizador de contraste de fase y telescopio y filtros verde y azul. Oculares de campo amplio de 10x/22mm con protección ocular de goma y recubrimiento anti hongos Platina llana y fija de 160mm x 240mm Fuente de energía universal (110V-240V) con estabilizador de voltaje incorporado.;;Marketing;27/07/2023 16:25;Marketing;;;Captura.JPG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ICO;150;PR393;1;ICO MEMMERT;;INCUBADORA DE CO2;0.00000000;1 AÑO;27/07/2023 16:40;INCUBADORA DE CO2 Regulación de CO2 electrónica y digitalizada con sistema de medición NDIR de doble haz, sistema autodiagnóstico y señal acústica de error, compensación barométrica de la presión del aire Rango de ajuste de CO2: 0 a 20 % CO2 Rango de temperatura de trabajo: 5 sobre la temperatura ambiente a +50 programa de esterilización incluido, 60 minutos a 180 °C – sin la eliminación de los sensores Resolución del indicador valores nominales de la temperatura y valores reales: 0,1 °C 2 sondas de temperatura Pt100 (clase DIN A) con sistema de medición de 4 hilos con sistema de control recíproco y traspaso de funciones en caso de valores de temperatura exactamente iguales Volumen: 156 l Medidas: An(D) x Al(E) x F(F): 719 x 1070 x 591 mm (F +56mm manilla de la puerta) Voltaje consumo eléctrico 115 V, 50/60 Hz /aprox. 1500 W;;Marketing;27/07/2023 16:40;Marketing;;;csm_ICO150_Geschlossen_shadow_d6ef50b63d.png;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UN110;PR394;1;MEMMERT;04401964-09;HORNO DE SECADO;0.00000000;1 AÑO POR DEFECTO DE;25/11/2025 21:00;- CONVECCION NATURAL DE AIRE - SINGLE DISPLAY: TEMPORIZADOR DIGITAL: AJUSTABLE ENTRE 1 MINUTO, 99 DIAS, 23 HORAS. CONTROLADOR PID, MICROPROCESADOR PANTALLA TFT DE ALTA DEFINICION. PARAMETROS AJUSTABLES EN CONTROL COCKPIT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brix;Triple;escala;PR395;1;BRIXCO;;Refractómetro;0.00000000;NA;25/11/2025 18:46;Refractómetro Portátil 58~92% °Brix Triple escala • Marca BRIXCO • Triple escala • Escala 58~92% ºBrix • Escala 38~43°Bé • Escala 17~27% Water • Resolución: 0.5% °Brix, 0.5°Be, 0.5% Agua • Con Compensación Automática de Temperatura • Ideal para realizar las tres mediciones más comunes de la Miel, contenido de azúcar (ºBrix), grados Beaumé (ºBé) y porcentaje de agua (Water %);;Marketing;03/08/2023 16:56;Marketing;BRIXCO;;Brix_Triple_escala.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PNHC1;-;T24PE;PR396;1;NACIONAL;30253003-PNHC1;BASCULA;0.00000000;1 AÑO POR DEFECTO DE;25/11/2025 14:13;Plataforma de hierro carbonizado Nacional Tamaño: Capacidad: Division de escala: Pedestal: Indicador de peso marca Ohaus T24PE SAP: 30253003 Resolución: 20.000 Duración de la batería: 80 horas con batería recargable Comunicación: RS232 (disponible como accesorio) Dimensiones: 180 mm x 80 mm x 210 mm (AxLxA) Pantalla: LED roja Alimentación : Adaptador de CA (incluido);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST300D-G;PR397;1;STARTER 300D;30219116;MEDIDOR PORTÁTIL PAR;0.00000000;;04/08/2023 15:25;ST300D-G MEDIDOR PORTÁTIL PARA OXÍGENO DISUELTO SAP: Intervalo de medición: 20.0 – 45.0 mg/L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HSMNHP4CAL;PR398;1;OHAUS;30392010;PLANCHAS DE LABORATO;0.00000000;1 AÑO POR DEFECTO DE;25/11/2025 14:13;MINI PLANCHAS DE CALENTAMIENTO Y AGITACIÓN Marca Ohaus SAP: 30392010 Función: Calentamiento Capacidad: 1000 mL Construcción de la placa: Cerámica Tamaño de la placa: 10,2 cm x 10,2 cm Rango de temp.: Ambiente – 500°C Control: Analógicas Dimensiones: 20,1 cm x 12,7 cm x 15,2 cm (LxAxA) Alimentación: 120V, 1.8A, 50/60Hz Consumo de energía: 200 W;;Marketing;10/08/2023 9:54;Marketing;OHAUS;;HSMNHP4CAL.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D33P150B1X2;INDICADOR;Y;PLATAFORMA;PR399;1;DEFENDER 3000;30685193;DEFENDER™ 3000 - I-D;0.00000000;;14/08/2023 8:32;Capacidad máxima:150 kg Lectura mínima: 20 g Lectura mínima (certificada): 50 g Tamaño de plataforma: 650 mm x 500 mm Autorizada para comercio: Certificado NTEP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D33P300B1X2;PR400;1;DEFENDER 3000;30685194;DEFENDER™ 3000 - I-D;0.00000000;1 AÑO;14/08/2023 8:36;Capacidad máxima: 300 kg Lectura mínima: 50 g Lectura mínima (certificada): 100 g Tamaño de plataforma: 650 mm x 500 mm Autorizada para comercio Certificado NTEP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STREAMLINE;PR401;1;SCO;SHC-4A2;CABINA DE FLUJO LAMI;0.00000000;1 AÑO POR DEFECTO DE;14/08/2023 14:56;CABINA DE FLUJO LAMINAR HORIZONTAL DE 1.2m ANÁLOGA Marca ESCO. SAP: SHC-4A2 Tamaño nominal: 1.2m Dimensiones exteriores : (ancho x profundidad x alto) 1220 x 650 x 920 mm Dimensiones útiles (ancho x profundidad x alto): 1120 x 490 x 575 mm Volumen de aire ( a la velocidad inicial): 811 m 3/hr Velocidad Media del Flujo entrante 0,3 m/seg Tipo de aire en la zona de trabajo: ISO 4 Filtro : HEPA Eficiencia típica del filtro : > 99,9998% para particulas entre 0,1 µm a 0,3µm Emisión de sonido : < 67 dB Intensidad de luz fluorescente : > 800 lux Rango de potencia : 348 Watt Voltaje de alimentación : 115Vac / 60 Hz Tomas eléctricas internas : 2 a 115Vac;;Marketing;14/08/2023 14:56;Marketing;;;SHC-4A2.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
